ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type;Place Name;Activity;Quantity;Unit;Start Date;End Date;Month;Region
1988;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;4-Sep-2017;4-Sep-2017;September;ARMM
1989;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;4-Sep-2017;4-Sep-2017;September;ARMM
2004;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;5-Sep-2017;5-Sep-2017;September;ARMM
2007;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;5-Sep-2017;5-Sep-2017;September;ARMM
2022;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;6-Sep-2017;6-Sep-2017;September;ARMM
2023;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;6-Sep-2017;6-Sep-2017;September;ARMM
2035;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;7-Sep-2017;7-Sep-2017;September;ARMM
2054;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;8-Sep-2017;8-Sep-2017;September;ARMM
2055;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;4000;liters;8-Sep-2017;8-Sep-2017;September;ARMM
2060;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;9-Sep-2017;9-Sep-2017;September;ARMM
2093;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;12-Sep-2017;12-Sep-2017;September;ARMM
2106;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;13-Sep-2017;13-Sep-2017;September;ARMM
2107;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;2000;liters;13-Sep-2017;13-Sep-2017;September;ARMM
2122;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;3000;liters;14-Sep-2017;14-Sep-2017;September;ARMM
2150;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;15-Sep-2017;15-Sep-2017;September;ARMM
2162;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;17-Sep-2017;17-Sep-2017;September;ARMM
2184;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;19-Sep-2017;19-Sep-2017;September;ARMM
2185;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;4000;liters;19-Sep-2017;19-Sep-2017;September;ARMM
2203;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;2000;liters;20-Sep-2017;20-Sep-2017;September;ARMM
2220;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;21-Sep-2017;21-Sep-2017;September;ARMM
2238;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;2000;liters;22-Sep-2017;22-Sep-2017;September;ARMM
2247;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;5000;liters;23-Sep-2017;23-Sep-2017;September;ARMM
2251;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;24-Sep-2017;24-Sep-2017;September;ARMM
2262;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;3000;liters;25-Sep-2017;25-Sep-2017;September;ARMM
2278;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;5000;liters;26-Sep-2017;26-Sep-2017;September;ARMM
2279;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;26-Sep-2017;26-Sep-2017;September;ARMM
2297;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;27-Sep-2017;27-Sep-2017;September;ARMM
2314;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;28-Sep-2017;28-Sep-2017;September;ARMM
2315;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;28-Sep-2017;28-Sep-2017;September;ARMM
2326;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;29-Sep-2017;29-Sep-2017;September;ARMM
2333;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;30-Sep-2017;30-Sep-2017;September;ARMM
2349;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;2-Oct-2017;2-Oct-2017;October;ARMM
2350;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;2-Oct-2017;2-Oct-2017;October;ARMM
2371;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;3-Oct-2017;3-Oct-2017;October;ARMM
2383;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;4-Oct-2017;4-Oct-2017;October;ARMM
2386;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;4-Oct-2017;4-Oct-2017;October;ARMM
2411;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;5-Oct-2017;5-Oct-2017;October;ARMM
2412;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;5-Oct-2017;5-Oct-2017;October;ARMM
2427;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;6-Oct-2017;6-Oct-2017;October;ARMM
2437;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;7-Oct-2017;7-Oct-2017;October;ARMM
2438;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;7-Oct-2017;7-Oct-2017;October;ARMM
2448;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;8-Oct-2017;8-Oct-2017;October;ARMM
2466;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;9-Oct-2017;9-Oct-2017;October;ARMM
2467;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;9-Oct-2017;9-Oct-2017;October;ARMM
2489;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;10-Oct-2017;10-Oct-2017;October;ARMM
2508;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;11-Oct-2017;11-Oct-2017;October;ARMM
2513;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;11-Oct-2017;11-Oct-2017;October;ARMM
2527;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;12-Oct-2017;12-Oct-2017;October;ARMM
2528;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;12-Oct-2017;12-Oct-2017;October;ARMM
2539;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;13-Oct-2017;13-Oct-2017;October;ARMM
2540;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;13-Oct-2017;13-Oct-2017;October;ARMM
2553;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;14-Oct-2017;14-Oct-2017;October;ARMM
2561;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;15-Oct-2017;15-Oct-2017;October;ARMM
2576;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;16-Oct-2017;16-Oct-2017;October;ARMM
2577;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;16-Oct-2017;16-Oct-2017;October;ARMM
2598;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;17-Oct-2017;17-Oct-2017;October;ARMM
2619;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;18-Oct-2017;18-Oct-2017;October;ARMM
2620;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;18-Oct-2017;18-Oct-2017;October;ARMM
2635;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;19-Oct-2017;19-Oct-2017;October;ARMM
2650;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;20-Oct-2017;20-Oct-2017;October;ARMM
2651;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;water Distribution;5000;liters;20-Oct-2017;20-Oct-2017;October;ARMM
2658;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;21-Oct-2017;21-Oct-2017;October;ARMM
2663;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;water Distribution;5000;liters;21-Oct-2017;21-Oct-2017;October;ARMM
2666;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;22-Oct-2017;22-Oct-2017;October;ARMM
2676;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;23-Oct-2017;23-Oct-2017;October;ARMM
2684;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;water Distribution;5000;liters;24-Oct-2017;24-Oct-2017;October;ARMM
2690;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;24-Oct-2017;24-Oct-2017;October;ARMM
2720;ICRC;WASH;Water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;10000;liters;26-Oct-2017;26-Oct-2017;October;ARMM
2733;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;27-Oct-2017;27-Oct-2017;October;ARMM
2734;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;27-Oct-2017;27-Oct-2017;October;ARMM
2745;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;28-Oct-2017;28-Oct-2017;October;ARMM
2746;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;28-Oct-2017;28-Oct-2017;October;ARMM
2749;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;29-Oct-2017;29-Oct-2017;October;ARMM
2754;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;29-Oct-2017;29-Oct-2017;October;ARMM
2763;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;30-Oct-2017;30-Oct-2017;October;ARMM
2784;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;31-Oct-2017;31-Oct-2017;October;ARMM
2787;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;31-Oct-2017;31-Oct-2017;October;ARMM
2803;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;1-Nov-2017;1-Nov-2017;November;ARMM
2813;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;2-Nov-2017;2-Nov-2017;November;ARMM
2814;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;2-Nov-2017;2-Nov-2017;November;ARMM
2830;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;3-Nov-2017;3-Nov-2017;November;ARMM
2854;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;4-Nov-2017;4-Nov-2017;November;ARMM
2855;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;4-Nov-2017;4-Nov-2017;November;ARMM
2880;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;5-Nov-2017;5-Nov-2017;November;ARMM
2896;ICRC;WASH;water;water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;water Distribution;15000;liters;6-Nov-2017;6-Nov-2017;November;ARMM
2897;ICRC;WASH;water;water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;water Distribution;5000;liters;6-Nov-2017;6-Nov-2017;November;ARMM
2970;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;7-Nov-2017;7-Nov-2017;November;ARMM
3001;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;15000;liters;8-Nov-2017;8-Nov-2017;November;ARMM
3002;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;8-Nov-2017;8-Nov-2017;November;ARMM
3031;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;9-Nov-2017;9-Nov-2017;November;ARMM
3032;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;9-Nov-2017;9-Nov-2017;November;ARMM
3052;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;10-Nov-2017;10-Nov-2017;November;ARMM
3053;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;10-Nov-2017;10-Nov-2017;November;ARMM
3075;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;11-Nov-2017;11-Nov-2017;November;ARMM
3076;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;11-Nov-2017;11-Nov-2017;November;ARMM
3085;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;12-Nov-2017;12-Nov-2017;November;ARMM
3086;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;12-Nov-2017;12-Nov-2017;November;ARMM
3110;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;13-Nov-2017;13-Nov-2017;November;ARMM
3131;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;14-Nov-2017;14-Nov-2017;November;ARMM
3134;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;14-Nov-2017;14-Nov-2017;November;ARMM
3158;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;15-Nov-2017;15-Nov-2017;November;ARMM
3181;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;16-Nov-2017;16-Nov-2017;November;ARMM
3184;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;16-Nov-2017;16-Nov-2017;November;ARMM
3203;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;17-Nov-2017;17-Nov-2017;November;ARMM
3222;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;18-Nov-2017;18-Nov-2017;November;ARMM
3223;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;18-Nov-2017;18-Nov-2017;November;ARMM
3235;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;19-Nov-2017;19-Nov-2017;November;ARMM
3243;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;20-Nov-2017;20-Nov-2017;November;ARMM
3244;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;20-Nov-2017;20-Nov-2017;November;ARMM
3266;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;21-Nov-2017;21-Nov-2017;November;ARMM
3267;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;21-Nov-2017;21-Nov-2017;November;ARMM
3286;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;22-Nov-2017;22-Nov-2017;November;ARMM
3315;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;23-Nov-2017;23-Nov-2017;November;ARMM
3329;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;24-Nov-2017;24-Nov-2017;November;ARMM
3335;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;10000;liters;24-Nov-2017;24-Nov-2017;November;ARMM
3349;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;10000;liters;25-Nov-2017;25-Nov-2017;November;ARMM
3350;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Central Evacuation Center;Water Distribution;5000;liters;25-Nov-2017;25-Nov-2017;November;ARMM
3362;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;26-Nov-2017;26-Nov-2017;November;ARMM
3380;ICRC;WASH;Water;Water;1536;153625;Poblacion;Finished;;;Saguiaran Covered Court Evacuation Center;Water Distribution;12000;liters;27-Nov-2017;27-Nov-2017;November;ARMM
7;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;258;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;258;individuals;26-May-2017;26-May-2017;May;ARMM
102;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;196;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;196;individuals;1-Jun-2017;1-Jun-2017;June;ARMM
236;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;92;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;92;individuals;7-Jun-2017;7-Jun-2017;June;ARMM
294;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;12;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;12;individuals;9-Jun-2017;9-Jun-2017;June;ARMM
916;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;168;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;168;individuals;3-Jul-2017;3-Jul-2017;July;ARMM
946;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;125;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;125;individuals;4-Jul-2017;4-Jul-2017;July;ARMM
947;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;97;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;97;individuals;4-Jul-2017;4-Jul-2017;July;ARMM
980;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;10;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;10;individuals;5-Jul-2017;5-Jul-2017;July;ARMM
982;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;5;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;5;individuals;5-Jul-2017;5-Jul-2017;July;ARMM
1009;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;82;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;82;individuals;6-Jul-2017;6-Jul-2017;July;ARMM
1011;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;55;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;55;individuals;6-Jul-2017;6-Jul-2017;July;ARMM
1041;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;160;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;160;individuals;7-Jul-2017;7-Jul-2017;July;ARMM
1044;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;55;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;55;individuals;7-Jul-2017;7-Jul-2017;July;ARMM
1063;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;61;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;61;individuals;8-Jul-2017;8-Jul-2017;July;ARMM
1066;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;66;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;66;individuals;8-Jul-2017;8-Jul-2017;July;ARMM
1078;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;3;individuals;Saguiaran Central Evacuation Center;Psychosocial Support;3;individuals;8-Jul-2017;8-Jul-2017;July;ARMM
1103;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;14;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;14;individuals;10-Jul-2017;10-Jul-2017;July;ARMM
1105;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;38;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;38;individuals;10-Jul-2017;10-Jul-2017;July;ARMM
1107;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;8;individuals;Saguiaran Central Evacuation Center;Psychosocial Support;8;individuals;10-Jul-2017;10-Jul-2017;July;ARMM
1144;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;23;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;23;individuals;12-Jul-2017;12-Jul-2017;July;ARMM
1147;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;50;individuals;Saguiaran Central Evacuation Center;Psychosocial Support;50;individuals;12-Jul-2017;12-Jul-2017;July;ARMM
1153;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;54;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;54;individuals;12-Jul-2017;12-Jul-2017;July;ARMM
1177;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;156;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;156;individuals;13-Jul-2017;13-Jul-2017;July;ARMM
1179;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;73;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;73;individuals;13-Jul-2017;13-Jul-2017;July;ARMM
1181;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;63;individuals;Saguiaran Central Evacuation Center;Psychosocial Support;63;individuals;13-Jul-2017;13-Jul-2017;July;ARMM
1224;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;12;individuals;Saguiaran Covered Court Evacuation Center;Psychosocial Support;12;individuals;15-Jul-2017;15-Jul-2017;July;ARMM
1225;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;61;individuals;Saguiaran People's Plaza Evacuation Center;Psychosocial Support;61;individuals;15-Jul-2017;15-Jul-2017;July;ARMM
1226;ICRC;Welfare;PSS;Psychosocial Support;1536;153625;Poblacion;Finished;54;individuals;Saguiaran Central Evacuation Center;Psychosocial Support;54;individuals;15-Jul-2017;15-Jul-2017;July;ARMM
